N,P,K,temperature,humidity,pH,rainfall,label
10,23,65,25.64205,69.36303,5.995755,10.78182,kidneybeans
13,25,84,19.52327,58.84041,5.545085,7.340869,kidneybeans
1,20,63,20.20574,66.20913,5.588752,10.36066,kidneybeans
1,23,63,24.74096,51.82764,5.814748,13.82287,kidneybeans
21,17,85,22.37575,67.05905,5.564684,8.368466,kidneybeans
12,20,62,22.51915,54.24283,5.527065,8.335086,kidneybeans
8,17,64,21.288,64.72437,5.731396,14.57577,kidneybeans
5,20,59,24.48322,52.059,5.867175,13.30728,kidneybeans
40,16,56,18.29809,59.25117,5.546444,11.62533,kidneybeans
40,21,62,18.7937,67.87235,5.520341,14.09621,kidneybeans
24,23,75,25.04474,53.43649,5.926729,7.423232,kidneybeans
9,23,76,19.69083,57.28314,5.767531,9.126884,kidneybeans
23,24,70,21.41202,57.97852,5.829231,6.691436,kidneybeans
31,17,70,25.47367,55.71825,5.869771,8.61706,kidneybeans
35,16,67,19.57398,63.79428,5.944096,9.759171,kidneybeans
32,16,55,20.75397,54.52117,5.57829,6.873638,kidneybeans
24,19,73,19.32063,50.85886,5.913204,8.299757,kidneybeans
31,22,56,19.97411,62.51402,5.724457,14.39928,kidneybeans
38,18,70,21.85662,56.36722,5.934995,13.89434,kidneybeans
40,25,74,25.97562,56.69765,5.575075,8.809334,kidneybeans
16,19,56,23.27226,53.90544,5.855867,10.87177,kidneybeans
31,17,56,19.28838,69.78506,5.955121,9.274973,kidneybeans
21,23,70,23.47287,51.7185,5.501105,14.98496,kidneybeans
1,22,65,19.26767,64.69509,5.554925,13.24294,kidneybeans
11,20,72,20.73418,64.79592,5.830408,6.55542,kidneybeans
38,16,65,18.80486,60.66091,5.740194,9.47665,kidneybeans
35,21,55,20.1996,66.31846,5.818067,14.6589,kidneybeans
25,18,83,18.56167,61.56268,5.727664,14.25562,kidneybeans
40,22,81,24.90015,53.50921,5.524083,13.60561,kidneybeans
16,25,84,22.16814,65.36559,5.722858,8.189658,kidneybeans
31,16,57,22.20032,64.11022,5.762084,11.94189,kidneybeans
31,22,63,21.17293,50.86861,5.843635,9.850342,kidneybeans
23,23,74,19.1996,60.10865,5.867785,12.30125,kidneybeans
31,21,62,25.09115,66.49819,5.754146,6.687989,kidneybeans
28,22,68,23.58209,56.53608,5.690208,8.561161,kidneybeans
8,22,80,21.02351,62.36996,5.52643,8.220772,kidneybeans
26,23,59,22.8747,56.26034,5.954654,8.017876,kidneybeans
18,19,87,22.43025,66.07421,5.669226,13.4589,kidneybeans
15,16,67,18.37267,62.93,5.834599,14.8506,kidneybeans
34,16,56,25.27988,52.22619,5.934269,14.17852,kidneybeans
7,25,55,22.5729,56.65636,5.599797,8.494431,kidneybeans
30,22,63,18.2847,67.37408,5.518653,9.322692,kidneybeans
8,22,77,23.65987,54.61241,5.600039,8.522227,kidneybeans
16,20,73,18.27322,59.17502,5.609192,14.35134,kidneybeans
20,17,78,24.18956,51.40873,5.781496,14.94258,kidneybeans
20,22,81,21.45525,58.67374,5.532044,8.566495,kidneybeans
13,23,61,20.60026,55.64534,5.856751,13.1337,kidneybeans
24,17,73,18.28281,63.55847,5.519271,12.12092,kidneybeans
6,25,70,21.84287,63.84414,5.769486,6.262281,kidneybeans
30,24,77,21.6668,58.32022,5.878752,7.328101,kidneybeans
33,19,84,23.11945,67.84306,5.998437,9.709264,kidneybeans
31,23,74,21.20749,68.23091,5.781741,13.63014,kidneybeans
18,22,57,18.199,58.25155,5.791909,12.56277,kidneybeans
26,22,68,25.53168,50.48273,5.610496,6.220143,kidneybeans
17,24,61,22.49659,57.95753,5.621706,13.20618,kidneybeans
30,24,85,20.15924,54.21712,5.743684,14.04764,kidneybeans
12,20,66,25.90171,63.42761,5.705423,7.869517,kidneybeans
33,19,80,19.76921,61.67583,5.731349,12.58319,kidneybeans
9,19,81,18.09145,54.33071,5.771637,13.30959,kidneybeans
20,17,78,21.61161,66.47655,5.74062,11.20736,kidneybeans
34,21,70,22.34451,67.97259,5.933264,10.98249,kidneybeans
12,17,55,18.9178,58.77083,5.718244,10.94285,kidneybeans
36,25,62,23.3029,54.82405,5.561249,11.35715,kidneybeans
18,19,65,23.78114,55.43827,5.632247,8.116647,kidneybeans
37,20,62,25.84648,59.66863,5.939942,10.95564,kidneybeans
24,23,77,22.02156,58.29351,5.60145,14.58015,kidneybeans
35,18,57,22.39714,66.20808,5.595913,10.86402,kidneybeans
38,22,68,20.15646,55.30827,5.554452,10.14194,kidneybeans
15,25,77,24.09549,58.61791,5.566456,6.399141,kidneybeans
2,22,71,18.06552,67.90479,5.560164,11.10752,kidneybeans
8,23,70,23.71845,51.91162,5.788865,14.2955,kidneybeans
1,19,56,18.64104,51.73382,5.816171,10.21725,kidneybeans
24,16,87,23.07042,62.69341,5.62515,14.07308,kidneybeans
29,19,84,19.0114,52.86836,5.623758,10.8918,kidneybeans
10,16,59,25.0945,62.17889,5.845677,7.146412,kidneybeans
18,21,60,23.03175,60.74575,5.943289,10.13549,kidneybeans
40,24,72,21.57771,54.51629,5.754237,13.75823,kidneybeans
34,25,58,25.07576,55.55838,5.906569,12.0376,kidneybeans
7,25,68,25.60196,50.85905,5.753684,7.307273,kidneybeans
8,23,64,21.4843,62.57409,5.641413,8.600976,kidneybeans
28,23,76,25.73596,58.13186,5.644386,9.079679,kidneybeans
5,22,56,21.78109,61.34514,5.857253,7.901839,kidneybeans
39,22,66,24.44236,63.66732,5.727116,6.326096,kidneybeans
9,25,70,22.30876,69.91254,5.531486,9.636519,kidneybeans
16,25,56,20.02387,60.72696,5.691939,13.2486,kidneybeans
21,23,70,24.99094,55.01429,5.994832,10.43381,kidneybeans
8,25,57,21.90951,53.31622,5.695075,9.111855,kidneybeans
35,25,73,25.40509,59.04384,5.925002,9.893893,kidneybeans
11,21,73,23.98613,55.31396,5.872826,13.28218,kidneybeans
20,21,58,20.87093,66.82394,5.628923,9.534209,kidneybeans
23,22,64,18.39793,69.72202,5.857001,14.69295,kidneybeans
15,25,82,20.06296,53.01632,5.574049,10.02858,kidneybeans
14,24,65,22.38733,52.17091,5.953403,11.96754,kidneybeans
33,22,64,22.84821,59.81664,5.718257,12.50957,kidneybeans
24,18,80,24.67304,51.9389,5.719872,13.3665,kidneybeans
22,17,73,21.08755,53.20486,5.832911,9.334073,kidneybeans
21,17,72,23.51528,62.38217,5.607638,9.315417,kidneybeans
38,18,61,20.4189,57.8892,5.799644,10.42315,kidneybeans
33,23,77,19.90984,54.98875,5.677584,12.98744,kidneybeans
26,17,62,19.09081,51.28925,5.552002,12.9874,kidneybeans
25,23,79,22.7856,63.00709,5.512869,7.034449,kidneybeans
33,25,61,20.19457,58.57315,5.824868,10.46196,kidneybeans
23,18,87,22.96231,63.19725,5.870138,11.95371,kidneybeans
30,23,75,18.61814,53.43045,5.911836,13.39587,kidneybeans
37,19,62,22.16195,56.03334,5.714363,11.67886,kidneybeans
27,19,81,23.26456,56.76906,5.866231,9.787322,kidneybeans
30,22,82,20.76019,57.86525,5.523017,9.501304,kidneybeans
25,24,64,18.1111,56.96807,5.63283,7.791653,kidneybeans
20,22,77,18.12041,66.56527,5.663514,10.09229,kidneybeans
40,23,68,23.40404,53.74649,5.648829,7.304563,kidneybeans
2,22,67,24.03276,52.61374,5.636589,12.12417,kidneybeans
32,18,76,21.97985,66.45469,5.742136,9.237562,kidneybeans
34,20,61,19.41212,58.93622,5.846743,9.614814,kidneybeans
16,18,64,24.55609,52.62175,5.764422,9.781856,kidneybeans
37,20,79,22.54734,52.90185,5.793923,6.951273,kidneybeans
26,21,69,20.20613,68.00955,5.720362,6.090906,kidneybeans
4,23,79,19.46393,69.98516,5.576527,13.3096,kidneybeans
3,24,66,25.5167,68.37366,5.518281,13.76237,kidneybeans
40,22,79,22.41203,69.11627,5.707832,13.46721,kidneybeans
18,24,56,20.52153,69.07999,5.665885,14.34587,kidneybeans
17,17,73,21.90753,50.04003,5.709706,9.116774,kidneybeans
3,17,79,22.81975,58.74233,5.906842,11.88614,kidneybeans
10,25,82,25.77976,60.11611,5.725388,12.51543,kidneybeans
2,16,86,22.87922,62.67003,5.519125,13.41757,kidneybeans
17,19,71,25.28657,63.85998,5.651013,8.937802,kidneybeans
7,21,77,24.29072,63.47362,5.623146,10.916,kidneybeans
12,21,57,24.4984,62.88945,5.705866,12.97888,kidneybeans
12,20,72,23.01763,58.27049,5.984679,13.63411,kidneybeans
35,19,82,25.34731,62.2629,5.630602,12.48818,kidneybeans
12,20,67,21.78915,52.2494,5.574917,8.508882,kidneybeans
39,19,83,21.76825,67.77601,5.951135,10.93489,kidneybeans
9,17,76,23.01245,67.61291,5.633876,9.543318,kidneybeans
17,17,58,21.06732,68.17459,5.525973,8.368607,kidneybeans
22,16,81,23.92752,52.47789,5.53295,9.159171,kidneybeans
12,20,76,21.45607,64.9702,5.674535,7.110766,kidneybeans
19,18,80,25.81065,64.44847,5.556399,12.41075,kidneybeans
21,24,56,23.83934,64.94314,5.571414,9.224978,kidneybeans
5,25,79,19.48581,66.20321,5.93478,7.222434,kidneybeans
33,23,61,20.82232,51.7834,5.914443,13.0483,kidneybeans
40,23,62,20.47084,65.61062,5.890175,6.781424,kidneybeans
17,25,57,22.44226,53.06587,5.630816,11.87797,kidneybeans
34,24,68,22.84055,54.21247,5.619614,10.20177,kidneybeans
27,19,73,18.32134,69.9387,5.987153,9.758613,kidneybeans
15,20,77,23.34998,60.8488,5.512739,14.35939,kidneybeans
18,19,87,22.55524,50.0867,5.509729,13.45751,kidneybeans
15,17,86,23.31001,60.3792,5.874061,10.87579,kidneybeans
5,16,62,25.60391,62.90816,5.977619,11.76329,kidneybeans
6,24,80,25.0883,61.90373,5.572822,8.1915,kidneybeans
35,22,66,19.34082,58.35648,5.648837,11.13427,kidneybeans
36,25,80,19.83624,56.9798,5.565569,10.13654,kidneybeans
5,17,62,21.98936,64.49289,5.504393,13.72456,kidneybeans
36,17,63,21.67056,69.31811,5.619611,11.52217,kidneybeans
31,21,83,20.22892,65.03033,5.920248,6.267886,kidneybeans
21,21,80,19.83827,61.32618,5.601481,6.217492,kidneybeans
33,17,84,23.53342,60.76001,5.724659,12.65926,kidneybeans
36,24,83,24.40671,64.92615,5.781542,8.237097,kidneybeans
18,16,79,20.31964,50.78198,5.655484,11.43122,kidneybeans
9,18,78,22.74818,68.50997,5.734602,6.496224,kidneybeans
31,20,81,20.77122,58.45148,5.903896,6.791053,kidneybeans
24,20,69,21.33509,64.15458,5.644948,10.1584,kidneybeans
3,18,72,18.78574,60.11119,5.526729,9.516391,kidneybeans
40,25,58,20.25599,55.76694,5.990238,8.562292,kidneybeans
31,21,72,18.92983,53.30774,5.720531,12.53149,kidneybeans
10,19,64,21.37575,65.32431,5.671387,12.20201,kidneybeans
28,23,64,25.71621,51.37869,5.940097,13.11008,kidneybeans
13,25,84,18.38253,69.62706,5.608012,11.05813,kidneybeans
15,18,85,19.72847,67.51953,5.882475,10.92207,kidneybeans
15,22,65,20.17193,54.2402,5.806399,12.57749,kidneybeans
25,23,77,21.98434,64.57219,5.736636,12.73522,kidneybeans
29,16,63,23.98883,58.69392,5.5891,11.71902,kidneybeans
23,19,85,20.11931,58.84549,5.750257,6.820084,kidneybeans
4,18,58,24.58319,67.20421,5.997983,10.34901,kidneybeans
14,17,68,24.40302,62.58841,5.749705,13.44904,kidneybeans
36,18,76,25.69199,54.27255,5.981322,7.7847,kidneybeans
23,19,86,20.61636,67.68289,5.579061,13.83,kidneybeans
28,18,73,19.14553,57.76113,5.536064,6.655021,kidneybeans
32,17,57,22.3815,63.81829,5.733061,8.742541,kidneybeans
26,17,55,25.39976,55.6457,5.605697,6.771056,kidneybeans
5,18,72,20.14,60.36277,5.971187,11.17093,kidneybeans
35,22,63,21.70303,67.67861,5.776142,9.096316,kidneybeans
6,20,76,18.28017,58.63045,5.554275,6.363478,kidneybeans
29,19,81,22.75895,68.90989,5.979344,12.58978,kidneybeans
8,25,77,22.98436,58.62268,5.535506,11.25741,kidneybeans
6,23,69,20.74514,53.25913,5.618899,14.91073,kidneybeans
25,17,80,19.42308,60.89108,5.879036,8.805883,kidneybeans
5,19,58,24.15969,52.24782,5.741162,6.319601,kidneybeans
9,20,80,25.05139,53.84507,5.766984,6.632997,kidneybeans
8,24,78,23.19227,67.2128,5.918581,7.509615,kidneybeans
40,24,55,18.10524,62.99125,5.917158,13.79428,kidneybeans
6,17,86,25.21082,66.4622,5.807431,7.356386,kidneybeans
15,21,86,25.6326,68.91176,5.656379,8.63488,kidneybeans
33,17,80,23.6015,65.33019,5.996334,13.70597,kidneybeans
28,23,71,20.88636,56.69606,5.527468,9.162541,kidneybeans
33,19,83,23.34641,66.39122,5.661716,14.74558,kidneybeans
26,20,85,22.87068,58.88353,5.921373,11.09369,kidneybeans
34,22,81,24.64258,53.91124,5.749075,6.942013,kidneybeans
32,23,57,18.72899,50.32516,5.600465,7.095161,kidneybeans
5,25,68,22.01052,50.61977,5.61256,10.84313,kidneybeans
7,21,70,19.02611,62.408,5.523676,13.85676,kidneybeans
30,21,60,20.64132,64.50023,5.655694,10.74009,kidneybeans
15,19,62,21.2381,51.60167,5.572277,10.91344,kidneybeans
28,17,62,25.02874,53.63487,5.691374,10.66948,kidneybeans
17,16,78,20.99782,51.9054,5.806866,13.11703,kidneybeans
19,24,73,22.71188,66.24159,5.623996,9.555505,kidneybeans
8,23,62,25.6169,59.82465,5.799074,6.652503,kidneybeans
4,24,69,25.52385,62.3298,5.95455,8.056009,kidneybeans
12,18,72,19.12044,58.60054,5.855508,8.22241,kidneybeans
38,25,73,19.96866,59.92299,5.674696,14.56341,kidneybeans
16,22,59,21.77589,69.126,5.509195,7.352669,kidneybeans
3,17,76,23.55138,53.50151,5.943537,6.020959,kidneybeans
13,18,63,25.02968,51.42879,5.609674,9.708384,kidneybeans
34,25,60,18.1983,68.19613,5.800671,13.37782,kidneybeans
34,21,63,20.17697,50.50452,5.852218,7.921387,kidneybeans
17,23,60,25.45067,57.47551,5.573856,8.542494,kidneybeans
30,24,64,24.59025,63.33198,5.786842,14.82873,kidneybeans
7,17,75,24.56898,53.15286,5.729568,14.31942,kidneybeans
29,16,59,22.04705,62.67636,5.56589,10.08009,kidneybeans
15,23,57,20.04747,63.91814,5.674995,7.070523,kidneybeans
30,22,85,24.9067,53.76019,5.641676,6.729394,kidneybeans
16,24,79,20.69548,68.43439,5.673085,12.29244,kidneybeans
20,21,76,23.7122,59.39844,5.89223,13.46512,kidneybeans
31,17,74,25.33688,58.83461,5.5067,8.60691,kidneybeans
1,21,60,22.33744,52.35902,5.787841,8.433564,kidneybeans
36,21,55,19.03676,61.34274,5.590055,14.44416,kidneybeans
32,25,76,20.71522,58.51016,5.977679,8.207796,kidneybeans
39,18,64,18.42397,64.68769,5.712013,13.04749,kidneybeans
12,16,66,25.78438,63.57271,5.589935,11.51561,kidneybeans
14,18,59,18.98535,64.68344,5.833199,11.88206,kidneybeans
25,16,79,20.96935,60.13444,5.954052,8.927363,kidneybeans
40,16,69,21.30818,68.40615,5.618862,10.92429,kidneybeans
25,19,75,22.25261,66.64023,5.873751,12.3938,kidneybeans
9,16,83,22.57426,64.00882,5.534813,13.1211,kidneybeans
27,18,81,21.24415,53.50692,5.717585,7.821836,kidneybeans
10,25,61,21.41722,58.20502,5.865012,11.31771,kidneybeans
6,21,79,18.53332,56.65074,5.6019,10.44101,kidneybeans
30,20,57,24.21593,66.09759,5.791188,9.703147,kidneybeans
11,16,61,22.64361,62.58327,5.522654,7.194257,kidneybeans
36,23,87,20.12183,54.40581,5.754569,10.83726,kidneybeans
10,25,61,18.20505,65.8391,5.947916,8.036612,kidneybeans
12,18,57,19.55928,63.12862,5.650485,12.01874,kidneybeans
9,19,58,18.28274,63.35899,5.988103,9.894029,kidneybeans
31,22,65,21.91375,58.68601,5.714018,6.924942,kidneybeans
17,21,67,22.70421,56.37526,5.958279,7.886601,kidneybeans
26,21,84,21.22815,59.59283,5.527574,7.141488,kidneybeans
25,17,75,18.31954,51.21449,5.801952,14.12132,kidneybeans
20,18,75,20.25997,53.67053,5.715865,11.075,kidneybeans
6,22,67,20.2346,51.39985,5.885526,9.97007,kidneybeans
20,19,87,23.86256,68.62294,5.951699,9.293402,kidneybeans
9,16,56,22.61398,50.98808,5.804327,11.61494,kidneybeans
25,23,60,24.39993,69.69757,5.740494,6.958427,kidneybeans
33,22,83,24.78946,51.1378,5.613066,13.16834,kidneybeans
8,17,57,19.31579,60.68937,5.751396,10.7953,kidneybeans
30,18,73,20.32339,67.19192,5.661563,10.85938,kidneybeans
19,23,83,25.00838,61.82269,5.796423,6.859339,kidneybeans
38,16,87,18.08236,55.02738,5.862972,14.94867,kidneybeans
3,23,79,22.41226,68.41147,5.854138,14.06896,kidneybeans
21,24,71,21.66275,66.12104,5.902345,13.196,kidneybeans
28,22,82,22.39557,60.25356,5.698264,9.850303,kidneybeans
76,23,23,25.82514,41.7893,5.845478,55.46359,millet
47,38,38,25.02997,45.12645,6.192219,57.56865,millet
62,33,33,22.25762,58.96297,5.712899,53.60982,millet
52,39,39,23.49514,52.99413,6.275971,50.32735,millet
68,37,37,21.50111,58.25666,6.273261,50.92842,millet
72,21,21,22.02251,40.18818,5.999841,59.49334,millet
57,27,27,21.48081,56.96906,6.265571,51.18475,millet
77,23,23,23.36821,55.51614,5.566478,53.95702,millet
63,26,26,27.58603,44.9921,6.224541,53.47769,millet
52,31,31,23.16518,58.17195,5.644076,58.46394,millet
76,33,33,29.10866,56.40418,5.608401,56.31029,millet
62,35,35,23.74619,54.20375,5.668019,51.46114,millet
44,40,40,21.12785,55.65084,5.814394,53.60127,millet
43,25,25,22.45545,59.82626,6.229092,55.56627,millet
45,38,38,23.07892,48.54542,6.469809,57.67998,millet
75,39,39,28.44921,56.22287,6.38133,57.15301,millet
40,31,31,23.36723,46.02678,5.592013,55.69718,millet
51,24,24,26.70552,57.96686,5.967909,57.37975,millet
71,37,37,27.04898,48.01576,5.958019,56.75834,millet
62,27,27,25.8457,51.10718,6.466255,55.10285,millet
45,27,27,20.08519,58.49383,6.105347,51.45083,millet
41,28,28,22.98165,52.51718,6.443112,51.46198,millet
54,39,39,23.50598,48.17596,5.869276,50.24906,millet
41,35,35,20.31839,47.20334,6.49376,56.76676,millet
66,27,27,26.06683,42.0476,5.961269,51.75834,millet
80,36,36,24.33864,51.52034,5.986779,58.85212,millet
65,29,29,28.23926,49.2486,6.270519,50.73682,millet
63,22,22,21.74026,59.85041,6.039774,58.53468,millet
56,22,22,20.71822,50.85085,6.252346,58.83004,millet
67,37,37,26.12565,54.39975,6.270729,56.77954,millet
67,29,29,29.69689,44.98681,6.164492,58.86648,millet
67,31,31,26.17185,41.60145,5.714719,58.77148,millet
53,25,25,22.61649,48.4893,6.437868,53.10027,millet
55,22,22,25.516,46.17936,5.86497,50.13158,millet
56,32,32,29.24865,55.52626,6.232108,51.83039,millet
57,27,27,28.42042,49.5222,6.065359,52.99725,millet
70,39,39,23.44741,59.03154,5.813986,50.06014,millet
53,29,29,21.1128,56.06709,5.727155,50.29536,millet
61,36,36,26.41714,50.16881,5.826146,57.1239,millet
62,26,26,20.9073,54.80002,5.731488,55.23883,millet
49,36,36,24.52297,51.02032,6.249082,58.94007,millet
46,27,27,27.02006,40.63347,5.69603,51.97223,millet
65,39,39,27.40232,49.04449,5.655542,51.11053,millet
53,27,27,26.56799,49.54594,5.588853,51.6997,millet
50,37,37,27.6495,55.8607,5.667485,57.04648,millet
73,38,38,22.36624,57.27121,5.820341,50.21372,millet
40,21,21,27.4247,54.8291,5.716862,51.83182,millet
52,23,23,25.56111,50.98467,6.067542,58.4725,millet
56,20,20,27.34712,54.21724,5.964764,59.25977,millet
62,35,35,29.87641,58.08135,5.997068,53.55357,millet
45,27,27,28.11522,51.95652,5.544886,56.66959,millet
61,40,40,28.7908,52.64159,6.260061,52.35088,millet
55,33,33,28.13694,45.33063,6.259486,59.92292,millet
60,36,36,24.42068,55.13637,6.451668,57.91619,millet
51,25,25,21.03419,55.22646,6.389839,50.22968,millet
70,37,37,26.49631,43.93027,6.029305,59.96344,millet
76,33,33,22.42736,52.73412,6.223564,51.96885,millet
48,33,33,23.83927,47.01883,5.744529,50.85225,millet
50,39,39,28.35994,42.47577,5.865596,59.93979,millet
76,38,38,25.22737,51.04301,6.312989,53.6325,millet
42,34,34,27.00334,45.02595,5.897527,53.48488,millet
69,30,30,27.55087,42.42166,6.286212,53.90315,millet
58,26,26,22.0602,41.63916,5.825101,56.35458,millet
54,33,33,28.51012,41.62517,6.407237,52.41195,millet
46,39,39,29.30592,49.9616,5.642945,50.70699,millet
68,35,35,27.53933,43.12016,5.676305,51.73287,millet
69,36,36,20.77892,41.0193,5.52318,58.26487,millet
67,36,36,29.76908,42.70555,6.373428,53.93494,millet
42,40,40,24.16912,58.56299,5.606587,52.33672,millet
44,38,38,23.93502,42.2149,5.754659,52.94445,millet
55,36,36,23.27527,42.6229,6.227736,57.80607,millet
59,38,38,25.42384,44.13101,6.061058,58.00002,millet
64,21,21,22.9109,57.55994,5.960359,52.50735,millet
71,20,20,21.87783,45.03428,5.561107,54.22761,millet
46,27,27,23.86746,50.68873,5.529783,53.44741,millet
77,34,34,27.12921,54.78712,6.201019,56.90828,millet
49,25,25,24.41611,50.28324,6.447424,56.11479,millet
73,26,26,23.43563,58.38777,5.575821,52.03666,millet
70,35,35,25.4539,48.62726,5.520983,59.42202,millet
47,26,26,23.17675,42.57879,5.616712,55.45651,millet
46,22,22,27.23814,42.93143,5.951681,54.0404,millet
56,30,30,22.63814,43.11595,6.290314,50.86817,millet
65,28,28,21.64033,53.61296,5.626989,59.26927,millet
63,27,27,23.6047,40.13895,5.722955,57.0332,millet
59,29,29,23.46433,54.87255,6.45086,51.76711,millet
68,28,28,24.31523,43.50372,5.74572,59.02426,millet
73,24,24,21.73709,45.45367,6.008246,51.04627,millet
48,29,29,28.04695,45.22442,5.687957,55.00626,millet
67,40,40,24.20361,41.0931,6.328252,54.04036,millet
79,40,40,25.09416,56.78448,6.286584,50.15407,millet
51,37,37,25.1125,49.53818,5.997134,53.99314,millet
67,29,29,26.08437,55.4413,6.206815,57.41,millet
42,32,32,20.28585,51.98842,5.625541,50.7549,millet
48,26,26,27.49808,45.49407,5.630964,53.48588,millet
73,23,23,25.44738,50.71645,5.966985,59.48797,millet
51,27,27,24.92169,55.97602,6.243183,51.00984,millet
72,37,37,27.57586,47.70666,5.907204,51.91786,millet
75,32,32,24.75105,51.91705,6.479203,50.00661,millet
50,34,34,20.90223,55.43691,6.170813,57.92428,millet
40,35,35,25.43835,55.30709,5.78579,57.29931,millet
64,27,27,25.75523,56.76476,5.812597,58.22204,millet
78,28,28,20.54924,54.89772,6.084058,52.557,millet
75,26,26,25.79789,44.4557,6.111906,58.33017,millet
70,27,27,23.1094,57.76662,6.164927,59.92937,millet
51,25,25,21.21698,45.77952,5.82144,55.03322,millet
58,28,28,21.18173,47.05432,6.035739,53.89129,millet
62,33,33,23.71073,59.83886,6.185812,59.25824,millet
71,22,22,21.03405,59.10793,5.924361,50.6212,millet
79,27,27,25.29279,49.77357,5.799569,51.63966,millet
73,34,34,24.71376,55.58189,6.252912,51.73392,millet
64,35,35,24.48271,51.65546,5.918628,50.48983,millet
45,33,33,27.93918,46.55942,6.329483,54.1465,millet
62,21,21,21.26023,58.51591,6.446312,54.52281,millet
72,29,29,27.75503,55.7736,5.593562,54.03142,millet
52,24,24,22.47792,55.52916,5.855298,54.20521,millet
75,37,37,25.10825,46.93891,6.394599,56.70763,millet
64,24,24,29.72496,49.6724,6.08187,56.62117,millet
41,31,31,22.18404,55.37144,5.62415,56.37031,millet
70,26,26,21.81294,53.33814,6.247201,56.80335,millet
53,23,23,29.81443,45.44309,6.167901,50.57233,millet
49,25,25,20.35697,40.77351,6.287674,57.77004,millet
59,26,26,28.76067,55.04343,6.416636,57.54348,millet
74,38,38,26.63527,49.22674,6.390641,58.77632,millet
44,27,27,24.76913,52.32181,5.928702,55.32035,millet
76,40,40,20.87035,45.34751,6.109383,56.15935,millet
70,35,35,27.46374,47.91637,5.604436,55.52527,millet
66,32,32,28.55074,41.83927,6.201546,51.39709,millet
44,39,39,20.34127,45.07549,5.830742,57.92402,millet
45,34,34,29.34306,57.21307,5.96606,58.51864,millet
67,36,36,21.89166,51.23321,5.770686,58.10951,millet
56,39,39,23.5971,51.4272,6.229038,51.1582,millet
41,23,23,25.07979,49.81923,6.395502,51.51912,millet
72,32,32,21.45676,42.26076,5.642542,50.41049,millet
50,26,26,21.28096,54.77551,5.595259,53.7105,millet
64,27,27,21.33857,51.20395,5.922682,52.92326,millet
50,27,27,27.5374,59.77689,5.997571,59.40088,millet
65,26,26,20.41881,48.05225,5.531713,59.27759,millet
77,22,22,27.20063,57.52263,6.456155,51.43089,millet
52,33,33,20.85019,49.61843,5.828041,50.66214,millet
40,32,32,28.8749,59.36445,6.029276,55.2267,millet
54,34,34,22.41843,58.03543,5.954115,53.76359,millet
68,30,30,21.08292,58.60996,6.361276,53.52382,millet
54,22,22,24.04024,50.22286,6.427482,56.16214,millet
58,24,24,26.51688,43.1808,5.7258,51.20813,millet
57,24,24,27.34073,47.73028,5.785348,52.47999,millet
74,23,23,26.64864,49.40084,5.59339,54.31147,millet
74,24,24,27.43155,58.18341,6.353288,50.97552,millet
48,23,23,23.57459,58.91602,5.730722,57.95056,millet
48,22,22,21.95751,40.46531,6.460601,52.9791,millet
76,25,25,22.82568,49.80808,6.309594,57.68108,millet
72,34,34,27.16612,42.73319,5.513507,52.20095,millet
47,37,37,24.20036,48.71461,5.631617,58.64994,millet
63,38,38,25.35692,57.75659,5.92261,53.96528,millet
69,37,37,29.44361,46.74217,6.487656,56.48726,millet
65,22,22,21.89103,54.40439,6.346622,52.03446,millet
43,34,34,22.38701,41.11236,5.763373,57.97304,millet
61,39,39,21.27842,56.89917,5.599118,57.52021,millet
49,31,31,25.79942,57.69776,6.226271,51.9478,millet
61,36,36,22.75684,56.91365,6.133597,50.02165,millet
58,27,27,26.03459,53.88433,5.813709,52.57347,millet
53,23,23,27.09427,59.18421,5.900106,55.77325,millet
79,34,34,21.09395,52.30044,5.723549,58.46867,millet
65,38,38,27.19202,47.99441,6.280354,53.16067,millet
61,36,36,29.68311,40.22236,6.303716,52.10322,millet
54,37,37,24.9028,52.57896,6.247536,56.46691,millet
55,28,28,29.60926,59.26429,5.731678,52.3322,millet
75,24,24,29.96692,58.34908,5.805967,53.2466,millet
46,33,33,24.46009,54.68526,5.837835,52.37325,millet
61,26,26,28.73702,45.18025,5.905835,58.01209,millet
53,32,32,29.05042,43.90892,6.275401,52.76057,millet
61,26,26,20.83392,48.72536,6.239303,57.35561,millet
78,37,37,21.64104,48.24018,6.114069,57.0019,millet
44,28,28,27.93575,53.80312,6.127554,52.28583,millet
66,25,25,28.37449,45.79904,6.210087,59.79825,millet
76,26,26,26.20304,45.83086,5.838733,57.75017,millet
57,24,24,28.26879,52.07361,5.819501,55.90051,millet
57,25,25,20.9052,42.43044,5.674912,59.69702,millet
50,29,29,26.02733,43.84845,5.835137,52.41199,millet
43,30,30,23.25909,54.80335,5.844998,52.2399,millet
78,34,34,25.75871,43.31574,5.510815,59.49168,millet
73,26,26,21.49639,51.51682,6.224395,52.66915,millet
46,32,32,24.17755,45.34743,6.326673,55.38336,millet
58,23,23,27.74183,42.54485,5.881284,59.76796,millet
59,29,29,21.49264,57.69868,5.940228,59.13315,millet
77,37,37,24.1869,51.29006,5.868113,52.12283,millet
77,40,40,26.55966,59.99499,5.807313,57.39102,millet
76,31,31,23.77391,58.62328,6.308908,57.23338,millet
77,36,36,21.16258,40.10491,5.716458,55.7702,millet
